strategy,source,strategy_style,asset,category,timeframe,tf_style,final_capital_inr,profit_inr,return_pct,sharpe,sortino,calmar,max_dd_pct,win_rate_pct,profit_factor,num_trades,avg_trade_inr,dd_under_15pct,grade
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOLD,Commodity,1d,Positional,9837.26,-162.74,-1.63,-1.018,-0.184,-0.946,-1.72,30.0,0.255,10,-16.27,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOLD,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOLD,Commodity,1d,Positional,9939.78,-60.22,-0.6,-0.171,-0.06,-0.135,-4.46,56.7,0.888,30,-2.01,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOLD,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOLD,Commodity,1d,Positional,8985.93,-1014.07,-10.14,-1.069,-0.631,-0.961,-10.55,42.5,0.574,80,-12.68,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOLD,Commodity,1d,Positional,9979.17,-20.83,-0.21,-0.061,-0.017,-0.169,-1.24,45.0,0.949,20,-1.04,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOLD,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,SILVER,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,SILVER,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,SILVER,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,SILVER,Commodity,1m,Intraday,8689.8,-1310.2,-13.1,-35.095,-10.67,-1.0,-13.1,0.0,0.0,17,-77.07,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,SILVER,Commodity,1m,Intraday,9390.31,-609.69,-6.1,-23.048,-5.225,-1.0,-6.1,0.0,0.0,7,-87.1,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,SILVER,Commodity,1m,Intraday,5943.5,-4056.5,-40.57,-65.444,-31.454,-1.0,-40.57,1.6,0.001,64,-63.38,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,SILVER,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,SILVER,Commodity,1m,Intraday,3808.92,-6191.08,-61.91,-82.975,-53.401,-1.0,-61.91,6.2,0.025,113,-54.79,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,SILVER,Commodity,1m,Intraday,5768.96,-4231.04,-42.31,-48.822,-14.992,-1.0,-42.31,2.0,0.007,50,-84.62,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,SILVER,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,SILVER,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,SILVER,Commodity,5m,Intraday,9927.83,-72.17,-0.72,-3.358,0.0,-0.833,-0.87,50.0,0.168,2,-36.09,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,SILVER,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,SILVER,Commodity,5m,Intraday,9306.23,-693.77,-6.94,-12.305,-2.375,-1.0,-6.94,10.5,0.062,19,-36.51,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,SILVER,Commodity,5m,Intraday,9849.67,-150.33,-1.5,-5.649,-0.844,-0.795,-1.89,20.0,0.205,5,-30.07,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,SILVER,Commodity,5m,Intraday,7427.25,-2572.75,-25.73,-26.042,-11.61,-1.0,-25.73,14.1,0.061,71,-36.24,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,SILVER,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,SILVER,Commodity,5m,Intraday,6622.53,-3377.47,-33.77,-20.936,-9.872,-0.991,-34.09,27.6,0.242,123,-27.46,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,SILVER,Commodity,5m,Intraday,7710.82,-2289.18,-22.89,-15.51,-4.043,-1.0,-22.89,27.9,0.127,61,-37.53,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,SILVER,Commodity,5m,Intraday,9887.09,-112.91,-1.13,-4.095,0.0,-1.0,-1.13,0.0,0.0,1,-112.91,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,SILVER,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,SILVER,Commodity,15m,Intraday,9877.74,-122.26,-1.22,-3.13,-0.453,-1.0,-1.22,33.3,0.043,3,-40.75,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,SILVER,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,SILVER,Commodity,15m,Intraday,9735.68,-264.32,-2.64,-3.743,-0.625,-0.698,-3.79,45.0,0.353,20,-13.22,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,SILVER,Commodity,15m,Intraday,9957.81,-42.19,-0.42,-1.976,-0.327,-1.0,-0.42,50.0,0.344,4,-10.55,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,SILVER,Commodity,15m,Intraday,7969.43,-2030.57,-20.31,-11.309,-4.401,-0.978,-20.76,26.6,0.188,79,-25.7,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,SILVER,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,SILVER,Commodity,15m,Intraday,7265.77,-2734.23,-27.34,-9.608,-4.762,-1.0,-27.34,32.8,0.375,137,-19.96,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,SILVER,Commodity,15m,Intraday,8784.59,-1215.41,-12.15,-5.738,-1.481,-0.91,-13.35,34.6,0.35,52,-23.37,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,SILVER,Commodity,15m,Intraday,10030.52,30.52,0.31,2.364,0.0,3052112.44,0.0,100.0,0.0,1,30.52,✅,C
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,SILVER,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,SILVER,Commodity,1h,Swing,10018.16,18.16,0.18,1.347,0.0,1815514.979,0.0,100.0,0.0,1,18.16,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,SILVER,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,SILVER,Commodity,1h,Swing,9877.49,-122.51,-1.23,-1.039,-0.183,-0.491,-2.49,50.0,0.592,14,-8.75,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,SILVER,Commodity,1h,Swing,9898.02,-101.98,-1.02,-1.742,-0.138,-1.0,-1.02,0.0,0.0,2,-50.99,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,SILVER,Commodity,1h,Swing,9411.47,-588.53,-5.89,-2.789,-1.066,-0.984,-5.98,37.3,0.48,51,-11.54,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,SILVER,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,SILVER,Commodity,1h,Swing,8790.81,-1209.19,-12.09,-2.293,-1.358,-0.97,-12.46,40.1,0.653,137,-8.83,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,SILVER,Commodity,1h,Swing,9408.55,-591.45,-5.91,-1.373,-0.422,-0.814,-7.27,37.5,0.681,64,-9.24,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,SILVER,Commodity,1h,Swing,9958.69,-41.31,-0.41,-1.347,0.0,-1.0,-0.41,0.0,0.0,1,-41.31,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,SILVER,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,SILVER,Commodity,4h,Swing,10044.72,44.72,0.45,0.808,0.0,4472356.823,0.0,100.0,0.0,1,44.72,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,SILVER,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,SILVER,Commodity,4h,Swing,9850.15,-149.85,-1.5,-0.75,-0.118,-0.702,-2.13,25.0,0.458,12,-12.49,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,SILVER,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,SILVER,Commodity,4h,Swing,10319.88,319.88,3.2,1.028,0.513,3.541,-0.9,46.9,1.659,49,6.53,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,SILVER,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,SILVER,Commodity,4h,Swing,8067.67,-1932.33,-19.32,-2.253,-0.995,-0.998,-19.36,45.6,0.445,114,-16.95,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,SILVER,Commodity,4h,Swing,9956.48,-43.52,-0.44,-0.144,-0.047,-0.324,-1.34,53.8,0.91,26,-1.67,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,SILVER,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,SILVER,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,SILVER,Commodity,1d,Positional,10074.18,74.18,0.74,0.958,0.0,7417545.788,0.0,100.0,0.0,2,37.09,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,SILVER,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,SILVER,Commodity,1d,Positional,9961.05,-38.95,-0.39,-0.308,-0.077,-0.659,-0.59,40.0,0.739,10,-3.89,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,SILVER,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,SILVER,Commodity,1d,Positional,10040.38,40.38,0.4,0.126,0.036,0.186,-2.18,53.6,1.082,28,1.44,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,SILVER,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,SILVER,Commodity,1d,Positional,8634.42,-1365.58,-13.66,-1.491,-0.651,-0.865,-15.78,37.3,0.461,59,-23.15,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,SILVER,Commodity,1d,Positional,9785.64,-214.36,-2.14,-0.442,-0.104,-0.392,-5.46,45.0,0.689,20,-10.72,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,SILVER,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,CRUDE,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,CRUDE,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,CRUDE,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,CRUDE,Commodity,1m,Intraday,8951.65,-1048.35,-10.48,-31.052,-6.893,-1.0,-10.48,0.0,0.0,15,-69.89,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,CRUDE,Commodity,1m,Intraday,9935.8,-64.2,-0.64,-13.793,-1.152,-1.0,-0.64,0.0,0.0,3,-21.4,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,CRUDE,Commodity,1m,Intraday,6547.96,-3452.04,-34.52,-59.091,-25.817,-1.0,-34.52,10.4,0.042,67,-51.52,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,CRUDE,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,CRUDE,Commodity,1m,Intraday,5081.35,-4918.65,-49.19,-60.677,-31.01,-0.995,-49.45,17.0,0.137,112,-43.92,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,CRUDE,Commodity,1m,Intraday,6030.68,-3969.32,-39.69,-53.599,-20.072,-0.992,-40.01,16.4,0.066,73,-54.37,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,CRUDE,Commodity,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,CRUDE,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,CRUDE,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,CRUDE,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,CRUDE,Commodity,5m,Intraday,9696.41,-303.59,-3.04,-6.576,-1.13,-0.876,-3.46,31.6,0.34,19,-15.98,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,CRUDE,Commodity,5m,Intraday,9896.23,-103.77,-1.04,-4.116,-0.177,-0.971,-1.07,33.3,0.029,3,-34.59,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,CRUDE,Commodity,5m,Intraday,8492.4,-1507.6,-15.08,-15.142,-5.575,-0.939,-16.05,25.0,0.257,68,-22.17,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,CRUDE,Commodity,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,CRUDE,Commodity,5m,Intraday,7445.08,-2554.92,-25.55,-14.067,-8.846,-0.982,-26.02,30.6,0.428,134,-19.07,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,CRUDE,Commodity,5m,Intraday,8166.36,-1833.64,-18.34,-17.656,-5.759,-0.993,-18.46,30.2,0.159,63,-29.11,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,CRUDE,Commodity,5m,Intraday,9978.63,-21.37,-0.21,-4.095,0.0,-1.0,-0.21,0.0,0.0,1,-21.37,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,CRUDE,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,CRUDE,Commodity,15m,Intraday,9695.29,-304.71,-3.05,-4.96,-0.623,-1.0,-3.05,0.0,0.0,6,-50.79,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,CRUDE,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,CRUDE,Commodity,15m,Intraday,9768.9,-231.1,-2.31,-4.878,-0.663,-0.977,-2.37,33.3,0.126,15,-15.41,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,CRUDE,Commodity,15m,Intraday,9928.12,-71.88,-0.72,-1.878,-0.31,-0.561,-1.28,20.0,0.443,5,-14.38,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,CRUDE,Commodity,15m,Intraday,8589.56,-1410.44,-14.1,-8.871,-3.601,-0.997,-14.14,29.7,0.308,74,-19.06,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,CRUDE,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,CRUDE,Commodity,15m,Intraday,8591.93,-1408.07,-14.08,-3.62,-1.616,-0.723,-19.49,47.6,0.657,143,-9.85,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,CRUDE,Commodity,15m,Intraday,8657.14,-1342.86,-13.43,-5.936,-1.711,-0.836,-16.05,41.8,0.405,67,-20.04,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,CRUDE,Commodity,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,CRUDE,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,CRUDE,Commodity,1h,Swing,9998.98,-1.02,-0.01,-0.018,-0.001,-0.022,-0.46,33.3,0.978,3,-0.34,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,CRUDE,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,CRUDE,Commodity,1h,Swing,9802.87,-197.13,-1.97,-1.428,-0.25,-1.0,-1.97,36.8,0.501,19,-10.38,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,CRUDE,Commodity,1h,Swing,9944.65,-55.35,-0.55,-0.972,-0.067,-0.648,-0.85,33.3,0.354,3,-18.45,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,CRUDE,Commodity,1h,Swing,9838.33,-161.67,-1.62,-0.603,-0.248,-0.353,-4.58,43.1,0.86,58,-2.79,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,CRUDE,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,CRUDE,Commodity,1h,Swing,9619.6,-380.4,-3.8,-0.765,-0.377,-0.464,-8.2,50.0,0.866,120,-3.17,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,CRUDE,Commodity,1h,Swing,9783.69,-216.31,-2.16,-0.658,-0.196,-0.571,-3.79,54.8,0.829,62,-3.49,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,CRUDE,Commodity,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,CRUDE,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,CRUDE,Commodity,4h,Swing,10038.51,38.51,0.39,0.515,0.0,1.887,-0.2,66.7,2.876,3,12.84,✅,B
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,CRUDE,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,CRUDE,Commodity,4h,Swing,9997.12,-2.88,-0.03,-0.012,-0.002,-0.019,-1.53,45.5,0.984,11,-0.26,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,CRUDE,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,CRUDE,Commodity,4h,Swing,9943.94,-56.06,-0.56,-0.203,-0.089,-0.312,-1.79,51.3,0.905,39,-1.44,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,CRUDE,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,CRUDE,Commodity,4h,Swing,10474.87,474.87,4.75,0.77,0.572,1.549,-3.07,48.3,1.292,89,5.34,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,CRUDE,Commodity,4h,Swing,9986.04,-13.96,-0.14,-0.015,-0.004,-0.044,-3.17,58.8,0.986,51,-0.27,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,CRUDE,Commodity,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,CRUDE,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,CRUDE,Commodity,1d,Positional,10004.46,4.46,0.04,0.226,0.0,0.579,-0.08,50.0,1.579,2,2.23,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,CRUDE,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,CRUDE,Commodity,1d,Positional,9812.23,-187.77,-1.88,-0.879,-0.105,-0.851,-2.21,40.0,0.149,5,-37.55,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,CRUDE,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,CRUDE,Commodity,1d,Positional,10049.24,49.24,0.49,0.17,0.068,0.274,-1.8,44.8,1.119,29,1.7,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,CRUDE,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,CRUDE,Commodity,1d,Positional,8514.94,-1485.06,-14.85,-1.76,-0.666,-0.968,-15.34,32.1,0.326,53,-28.02,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,CRUDE,Commodity,1d,Positional,10191.9,191.9,1.92,0.639,0.233,1.011,-1.9,52.0,1.592,25,7.68,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,CRUDE,Commodity,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,NIFTY50,Index,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,NIFTY50,Index,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,NIFTY50,Index,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,NIFTY50,Index,1m,Intraday,8497.6,-1502.4,-15.02,-36.457,-15.027,-1.0,-15.02,0.0,0.0,17,-88.38,❌,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,NIFTY50,Index,1m,Intraday,9125.16,-874.84,-8.75,-24.93,-6.854,-1.0,-8.75,0.0,0.0,8,-109.35,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,NIFTY50,Index,1m,Intraday,5132.26,-4867.74,-48.68,-74.623,-63.382,-1.0,-48.68,0.0,0.0,68,-71.58,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,NIFTY50,Index,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
